English Sentence,Hausa,Sexism
,"Da ka ga sun ce ""Slm"" ""Ykk?"" ta inbox to ko dai ɗan kucilin yaro ne ko 'yar kucilan yarinya ce. Kuma ba harkan samu suka kawo ba! 🤷🏾‍♂️",No
"I'm busy right now, what I'm doing is so much fun"""" So you'd do it if you weren't busy? Nice one. Enjoy her trying to pussy whip you for another year.","Ina cikin aiki a halin yanzu, abin da nake yi yana da matuƙar daɗi.""
""To, kenan da aiki bai maka yawa ba da za ka yi shi? lallai ma. Ci gaba da jin daɗin farjinta har zuwa wata shekara.",Yes
,mai martaba sarkin kano khaliphan darikar Tijjaniyya na Nigeria malam MUHAMMADU SUNUSI NA BIYU ya ziyarci dan uwansa HON GHALI UMAR NA ABBA a kasar england domin duba lafiyar sa tare dayi masa addua. Ran sarki yadade ALLAH ya saka da alkhari AMEEN.,No
"I didn't make it personal. She said she was the ENM relationship type and thats another way of saying a women who sleeps with lots of random men without commitment. I didn't say she was a """"slut"""" I said that's what I commonly hear that referred as.","Ba na ɗaukar maganar a matsayin na kashin kai. Ita ce ta ce tana cikin irin dangantakar ENM, wato irin dangantakar da mata ke hulɗa da maza da dama ba tare da ƙudurin aure ko tsayayyen alaka ba. Ban ce ita ɗin 'yar iska ba, sai dai na faɗi cewa hakan ne ake yawan kiran irin wannan hali da shi.",Yes
Women truly do destroy nations. I hope enough men wake up this time around and let the women fight and die in conflict women themselves cause.,Mata suna kawo ƙarshe birane da gaske. Ina fatan maza za su farka su fahimci rawar da kowa ke takawa wajen jawo rikici kuma su har matan suje yaƙi a kashe su don rikicin da matan suka jawo.,Yes
All of society's problems are caused by women's choices. This is why in muslim countries it's the family that decides for the femoid.,"Dukkan matsalolin al'umma mata ke jawo shi, shiyasa a ƙasashen musulmai ",Yes
,"Kalmar da ake yayi a yau a siyasar Jos nada ma’ana. #NoworkNovote, Amma abin tsoron shine, mecece manufar. Kada wani yayi amfani da fushin da kuke ciki yaci mutuncin wasu!",No
"The 'being female' sentencing discount is appalling. By the way the article reads, it looks as though she didn't even face any charges..... Likely she had a welfare check and was let on her way.","Rage hukunci saboda kasancewa mace abin takaici ne ƙwarai. Bisa yadda labarin ya bayyana, kamar ba a ma tuhumar ta da wani abu ba... Watakila kawai jami’an tsaro sun duba lafiyarta ne suka bar ta ta tafi.",Yes
"Once I read feminazi article how men regularly abuse female janitors by creating mess in bathrooms in revenge to... who knows what. This debunks it completely, unless all women there are lesbians and abuse female janitors this way even more.","A lokacin da na karanta wata kasida ta ‘feminazi’ da ke nuna yadda maza sukan yi wa mata aikin tsabtace gida zalunci ta hanyar yin ƙazanta a bandaki domin ramuwar gayya… don me a sani ba. Wannan binciken ya karyata hakan gaba ɗaya, sai dai idan duk matan da ke wurin ‘yan madigo ne kuma sukan fi yin irin wannan zaluncin ga ma’aikatan tsabtace gida",Yes
Crazy eyes wouldn’t get her hands on my bank account lol,Mahaukatan idanuwan ta ba zai sa hannun ta ya shiga asusun banki na ba.,Yes
,"Uber da bolt zasu maye gurbin Dan sahu, dama ga matasa masu mota, mussaman dalibai Yan jami'a.",No
"Making a woman feel bad = misogyny misogyny = evil Therefore making a woman feel bad = evil, according to women.","Ɓata wa mace rai = ƙiyayya ga mata
Ƙiyayya ga mata = mugunta
Don haka, ɓata wa mace rai = mugunta — a cewar mata.",No
Won't miss her liberal wrinkly ass! Bye bitch,"Ba zamu yi kewar mazaunan ta sa suka tsamure suka tsome ba, sai anjima karuwa",Yes
"She is just projecting what women do. She must have stolen that line from men’s forums, as women in general have little or no creativity.","ta dai tana mayar da abin da mata suke yi ne kawai. Tabbas ta samo wannan magana daga shafukan maza, domin mata gabaɗaya ba su da ƙwaƙwalwa ko kuma ƙarancin ƙwaƙwalwa",Yes
,"Sana'ar da ka ke kan yin ta, ka ke sonta kuma take rufa maka asiri ita ce ta fi kowacce sana'a daraja.",No
Every day this traitorous and detested woman harms Great Britain and damages her party. She is the most complete failure as a PM one can possibly imagine. Only the deep state keeps her in power: [URL],Kowace rana wannan mace mai cin amanar ƙasa kuma abin ƙyama tana cutar da Biritaniya Mai Girma kuma tana lalata jam’iyyarta. Ita ce mafi girman gazawar Firayim Minista da za a iya tunani. Sai dai ƙungiyoyin ɓoye na mulki ne suke riƙe ta a kan karagar mulki: [URL],Yes
Didn't they publicly flog men who beat their wives up the 1950s in certain states? I'm pretty sure that the history of DV is full of lies and half-truths. Why wouldn't it when that's the way feminist narratives tend to be?,"Ashe ba a hukunta maza da bulala a fili saboda dukan matansu a wasu jihohi a shekarun 1950 ba? Ina da tabbacin cewa tarihin cin zarafin cikin gida cike yake da ƙarya da rabin gaskiya. Me zai hana hakan, ganin yadda wasu labaran mata masu fafutukar neman 'yanci ke cike da ruɗani?",Yes
A man makes the table.,Namiji ne ke shirya tebur,No
"women have no problem to have their wage slave, if he is not performing enough she can just replace him","Mata ba su da matsala game da samun bawan su na albashi, idan bai cika aikin da ake buƙata ba, za ta iya musanya shi kawai",Yes
,Jagaliyanci da rashin sanin Ciwo ko Darajar Kai Sutabbata ga Dan siyasar dayakeso yai takara Kuma yake tallata takararsa tsawon lokaci Amma ya kasa siyan foarm Kuma ya rasa me Siyasa Masa!!,No
"(her, thief) Opportunistically vs. (him, idiot) romantically.","(Ita, ɓarauniya) cikin dacewa da (shi, wawa) A cikin soyayya.",Yes
"Do you enjoy the fucking? Then go along with it, she wants the full boyfriend experience, give it to her. She may even start to think you're too clingy and then she will break up with you.","Shin kana jin daɗin jima'in? To, ka ci gaba da shi. Tana son cikakkiyar ƙwarewar saurayi, ka ba ta kawai. Wataƙila za ta fara tunanin kana da bibiko, sannan za ta rabu da ku",Yes
,Mutane a kasashen Turai na ci gaba da fama da tsananin zafi wanda ba su taba ganin irinsa ba a tarihi. A Burtaniya ana sa ran yau Litinin za a samu digiri 40C wanda ba a taba samun hakan ba. Mutane na fita wurare domin samun iska da walwala.,No
,Chairman: Kashmir Wearers Association of Nigeria (KWAN) na yi muku barka da zagayowar ranar Monday.,No
At least you have a decent penis. Some girls will reject you based on size alone.,Aƙalla kana da ingantacciyar azzakari. Wasu 'yan mata za su ƙi ka kawai saboda girman.,Yes
,Wato ‘kwarewa a wajan dinner akwai takaici. Kano so zage ka yi tari amma ba dama sai dai ka yi na y’an gayu.,No
"Male dolphin wakes up next to female whale. """"Aww man! I thought you were just a fat chick! You're a whale?!"""" (My apologies to women who are a little heavier than average, I adore you.) ( no really I f-ing ADORE you.)","Kifin Dolphin ya farka kusa da mace n kifi, """"Aww, ai ma ɗauka kawai ke wata mace mai ƙiba ce! ashe ke kifi ce?!"""" (Ina bada haƙuri wa mata masu nauyi, luna burge mi) (da gaske kuna burge ni)",Yes
,"Sadaki shi ne dole cikin lamarin aure, kuma sadakin ma kansa Shari'a ta yarje maka a ɗaura aure a kaima amarya a bika bashin sadakin.",No
,"Tabbas Yatakarawargani wajen samawa matasa aikinyi ,Wannan shine tsohon Accounter Genaral tare da wasu daga cikin mutanen Da yasamawa aikinyi.Allah Yasaka masa da Alkhairi Ameen.",No
"Or maybe now that girls can vote, work, and shoot at brown people just like men, they've run out of things about which to be outraged. Also, ya' know, divorce laws, affirmative action, etc. They've got a lot going for them these days.","Ko wataƙila yanzu da 'yan mata za su iya jefa ƙuri'a, yin aiki, da harbin mutane masu launin ruwan kasa kamar maza, sun ƙare abubuwan da za su yi fushi a kai. Haka kuma, ka sani, dokokin saki, ayyukan daidaitawa, da sauransu. Suna da abubuwa da yawa masu kyau a yau",Yes
Chad is rawdogging her in the all gender bathroom,Chad yana cika mata aiki a cikin banɗaki na dukkan jinsi,Yes
,Yan Biredi zasu tafi yajin Aiki ranar Laraba.😭,No
,Kaine kaje hira gurin budurwar ka Sai kaninta yazo yasa hannun sa a aljihun ka ya kwamuso maka 5k ya gudu gida ya zakai dashi?,No
"Not to mention women are too dumb to understand STEM. Like women are too weak to be in the US military, but they're lowering fitness standards to fit women in.","Ba a ma maganan cewa mata ba su da isasshen fahimtar fannin STEM (Kimiyya, Fasaha, Injiniya, da Lissafi). Kamar yadda mata ba su da ƙarfin shiga sojojin Amurka, amma ana rage ma'auni na motsa jiki don dacewa da mata.",Yes
,Ba'a Gina Aure Akan Kuɗi,No
It means you might be wasting your time if you want to hookup. Don't automatically disbelieve what a woman says. They don't like that.,Wannan yana nufin za ka iya ɓata lokacinka idan kana son haɗuwa da mace. Kada ka ƙi yarda da abin da mace ta faɗa kai tsaye. Ba sa son hakan.,Yes
,"Kai, wannan zafin se kace wani sakkwato",No
"Knowing the twisted nature of feemales, she was probably sh*t testing him.","Sanin murɗaɗɗen halin mace, ina ga kawai tana jarraba shi ne.",Yes
"Well, yeah. I find half the people who claim to have been raped weird. Kesha claims Dr Luke raped her. Because he's got access to Katy Perry (before the haircut) and Kesha, who looks like she eats lard twice a day. So naturally he rapes the whale.","To, eh. Na ga rabin mutanen da suke da'awar cewa an yi musu fyaɗe suna da ban mamaki. Kesha ta ce Dr. Luke ya yi mata fyaɗe. Domin yana da damar shiga Katy Perry (kafin ta yanke gashi) da Kesha, wacce kamar tana cin kitsen kwai sau biyu a rana. Don haka a ɗabi'ance, ya yi wa kifin kifi fyaɗe.",Yes
,"Kawu Ka'ab Hassan bincike ya nuna wasu matan girarsu cike take fal da gashi, amma kansu kamar gwiwa😂🚶",No
"Fat women go slop mode, and slop their mouths all over high-tier normies. Fact.","Mata masu ƙiba suna shiga yanayin 'slop mode', inda sukan yi amfani da bakunansu a kan mutane masu kyau. Gaskiya ne.",Yes
,Hatta bashi an yarje maka kaci kayi aure.,No
,Yau saeda nagoge kayana kala 20 namanta tin Ana farko nacire socket din. Kuma ni Babu abin da nakesha,No
"This is bollocks! You can be with a woman for years, watching her back while she has the knives out. To trust a woman is the height of idiocy, there is no accounting of your good deeds, you need to know this. They are only programmed to receive","Wannan shirme ne! Za ka iya zama da mace shekaru da yawa, kana kiyaye ta yayin da take shirya kaɗa. Amincewa da mace shi ne mafi girman wauta - babu lissafin ayyukanka na alheri, dole ka san haka. An tsara su ne kawai don karɓa.",Yes
,16-07-2022 WEEDING Mataimakin gwamnan jihar Jigawa kuma dan takarar gwamnan jiha na jamiyyar APC Mallam Umar Namadi na daga cikin muhimman mutane da suka halarci adduar daurin auren ya’yan mai sharia Musa Ubale dana Alhaji ALiyu Umar Baro wanda aka gudanar a masalacin Yalleman,No
,Kwankwaso ne ɗan takarata a shugaban ƙasa. Ko akwai mai magana ?😎,No
This study is dumb AF and probably run by women. Everyone knows the fat powerlifter is way stronger than this queer underwear model they got for the article. Look up mark bell. STRENGTH ≠ Aesthetics,Wannan binciken wauta ce mai yiwuwa mata suka gudanar da shi. Kowa ya san cewa ɗan wasan ƙarfi mai kiba yana da ƙarfi fiye da wannan samfurin rigar ciki na ƙwari da suka ɗauka don labarin. Dubi Mark Bell. ƘARFI ≠ Kyan gani.,Yes
The only beavers that hunt here are gold-digging lounge dancers!,Ƙwararrun ƴan wasan barkonoči a nan masu rawa ne kawai masu neman kuɗi,No
taught this dirtbag a lesson she'll never forget… what's the point of a skanky natalie portman choker when you're blacked out and your neck is all fucked up? idk [URL],Na koya wa wannan matan darasi da ba za ta manta da shi ba... Menene amfanin abin wuya na Natalie Portman idan ba ka iya tunani kuma an lalata wuyanka? Ban sani ba [URL],Yes
,TO KO WAYE DANTAKAR SANATA A APC KANO TA AREWA Oho,No
I honestly think dracodummy is a 12 year old girl . . wishing for a sugar daddy on Mars . . you go girl,"A gaskiya, ina tsammanin Dracodummy yarinya ce ’yar shekara 12… tana fatan samun ubangidan mai bada kuɗi a duniyar Mars… ku ci gaba da yin haka, yarinya.",Yes
,Ya Allah kaba maifiyata Lafiya. ya Allah kasa ya zamo kaffara agareta.,No
"AND his swollen tranny girlfriend, """"Pregnant Chad""""! Let's not forget him/her/it/xe/zir/whatever!!! I remember!! Pre-911 & Pre-Oniggy. Good Times!!!","DA kuma bakaruwarsa mai kumburi, """"""""Chad Mai Ciki""""""""! Kada mu manta da shi/ita/shi/ko me! Ina tunawa! Kafin 9/11 da kuma Oniggy. Lokutan Alheri!",Yes
,Dole ma a ce gwauraye ba za su gane meye aure ba sai sun yi. Yanzu ya za a yi Mamuda Galadanci ya gane gas yana karewa haka kawai babu notice ana karshen tsakiyar wata? 😭,No
yeah your wife was doing that for some reason after I f***** her hashtag Maga,Eh matarka ta kasance tana aikata haka na wani lokaci bayan na sadu da ita. hashtag maga,Yes
,"Allah Kadai Yasan ladan da Attajirai ke samu idan suka tafiyar da dukiyansu Akan daidai.But, they're fure amongst them who knows that.",No
"Yeah man that’s all true and you know as well as I do, if my ugly ass went up to one of the hot girls she’d laugh at me and walk away","Hakika wannan gaskiya ne, kuma ka sani daidai yadda na sani cewa idan ni mai muni na je wa kyakkyawar yarinya, za ta yi mini dariya ta fita",Yes
,"Na rawaito daga wanda na aminta da shi daga ma'aikatan gidan dan Kande cewa a wannan sallar da gwamnanmu ya ziyarci yan kurkuku domin ya fitar da wasunsu aka tarasu aka kunna taken Najeriya, kawai sai suka dinga ihu ""Kwankwaso... Kwankwaso... Kwankwaso."" Take gwamna ya ce a ragesu.",No
,"Idan kuma kana magana Akan mutanan kirki, wanda suka karar da rayiwarsu wajan taimakon Al'uma. Zakaji kullum ana yabansu saboda kyawawan aikinsu. Misali Mati Ali MD jigawa state radio broadcasting",No
"if your concerned about your dna being out there, you can donate semen to a sperm bank. if you want kids, adopt. if you want your life and children to be owned by a female and the state, get married. you have been warned.","Idan kana damuwa game da DNA ka kasance a waje, za ka iya ba da gudun maniyyi zuwa bankin maniyyi. Idan kana son yara, ka ɗauki ɗa ko ɗiya ta tallafi. Idan kana son rayuarka da yaranka su zama mallakar mace da gwamnati, ka yi aure. An faɗa maka gargaɗi",Yes
"Understood. Right. Anyone can say """"these hoes aint loyal"""" or """"bitches aint shit"""" but can you really turn down the gash and GYOW for the long term? I know I can. I've seen the madness unfold too many times. Fuck women.","Na fahimta. Eh kowa ma zai iya faɗin """"Waɗannan karuwan basu da amana"""" ko """"waɗannan 'yan iskan babu yarda"""" amma shi zaka iya barin kwanciya da GYOW na tsawon lokaci? ni na san zan iya. Naga yanda ake yin hauka sau da yawa. Mata tsinannu ne",Yes
"if girls buy you food, it usually means you're attractive.","Idan har mata suka siya maka abinci, hakan na nufin kai kyakkyawa ne.",No
"Nah, black women still get more replies on tinder than even white men do. Their female privilege cancels out their black disadvantage.","A gaskiya, mata baƙar fata har yanzu suna samun amsa fiye ko da maza farare a Tinder. 'Yancin su na mata yana soke rashin daidaiton launin fata",Yes
,"Ku faɗa muna tambayoyin da kuke buƙatar amsa, za mu miƙa tambayoyin ga masana su amsa a filinmu na Amsoshin Takardunku wanda Awwal Ahmad Janyau zai gabatar.",No
"Women complain about problems until men fix them...even imaginary problems...just remember that, and I'm not implying anything here. Good to see.","Mata suna koka game da matsaloli har sai maza su gyara su... har ma matsalolin da ba na gaske ba... kawai ka tuna haka, kuma ba na nufin wani abu a nan. Yana da kyau a gani.",Yes
,"Wani lokacin idan na tuna ni kadai ne bani da kowa, nakan shiga daki na dauki filo na nayi kuka kadan, sai kuma nashare hawaye na nakuma cigaba da lamura na abina.Hakan yana karamin karfin gwiwa sosai. 💪💪💪",No
Funny how they mentioned they are trynna deliver on feminine care.... But nothing about men's care.... Guess they made their choice. Hope they go bankrupt,Abin ban dariya yadda suka ambaci cewa suna ƙoƙarin kula da kayan mata... Amma ba komai game da kula da maza... Wataƙila sun yi zaɓinsu. Ina fatan su rasa kuɗaɗen su.,Yes
,"Babu Wanda aka batawa babu Wanda zaa bawa hakuri, a cigaba da tafiya a haka kawai, ai kowa ya taya yaki sarki ya taka.",No
"islamic women just can't win. Either they die defending themselves from rape, or they die because they got raped.",su matan Musulmai basa nasara. ko dai su mutum suna kokarin kare kansu daga fade ko kuma su mutu sbd an musu fade.,Yes
,"Ni fa ta kan ""Mai Uwa da Wabi"" nake operation ""No work no vote"" ya shafi kowa from top to bottom! Ba wani nake wa campaign ba.",No
"Ya, The smiling Charlie Manson looking bitch will smile in your face as she sticks the knife in and twists","Eh, wancan mata mai kama da karuwa Charlie Manson tana murmushi me amma zata iya soka muku wuƙa ta murɗa.",Yes
